URL,Title,Sub Title,Rating,Reviews ,Price,Description and Shipping,ASIN,Image URL
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTcwNTUxMDg1NDQwMjYwOjE2Njc5NDYyNzU6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA5MzAyMjg4NTA5ODo6Mzo6&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&url=%2FCOVERGIRL-Eyeliner-Espresso-Packaging-Sharpening%2Fdp%2FB00VTU2FWQ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.b05db705-0b89-4b8b-82f5-e767e46bfb6a%253Aamzn1.sym.b05db705-0b89-4b8b-82f5-e767e46bfb6a%26crid%3D3MFUSBY30FHA4%26cv_ct_cx%3Dlakme%2Beyeliner%26keywords%3Dlakme%2Beyeliner%26pd_rd_i%3DB00VTU2FWQ%26pd_rd_r%3D28e17501-4b53-4356-afb3-2e2ebc32ab67%26pd_rd_w%3D90mZ2%26pd_rd_wg%3DqOxFk%26pf_rd_p%3Db05db705-0b89-4b8b-82f5-e767e46bfb6a%26pf_rd_r%3DCDEW1PRWH28Z4YEKG7J9%26qid%3D1667946275%26sprefix%3Dlakme%2Beyeliner%252Caps%252C107%26sr%3D1-4-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26psc%3D1,"Covergirl Perfect Point Plus Eyeliner, Espresso",Pack of 1,4.4 out of 5 stars,"31,420",$5.94 ,,B00VTU2FWQ,https://m.media-amazon.com/images/I/61wWHwqf2EL._AC_UL320_.jpg
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTcwNTUxMDg1NDQwMjYwOjE2Njc5NDYyNzU6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA5MTM4MDU2MTQ5ODo6NDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&url=%2FCOVERGIRL-Perfect-Waterproof-Eyeliner-packaging%2Fdp%2FB00C67ED30%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.b05db705-0b89-4b8b-82f5-e767e46bfb6a%253Aamzn1.sym.b05db705-0b89-4b8b-82f5-e767e46bfb6a%26crid%3D3MFUSBY30FHA4%26cv_ct_cx%3Dlakme%2Beyeliner%26keywords%3Dlakme%2Beyeliner%26pd_rd_i%3DB00C67ED30%26pd_rd_r%3D28e17501-4b53-4356-afb3-2e2ebc32ab67%26pd_rd_w%3D90mZ2%26pd_rd_wg%3DqOxFk%26pf_rd_p%3Db05db705-0b89-4b8b-82f5-e767e46bfb6a%26pf_rd_r%3DCDEW1PRWH28Z4YEKG7J9%26qid%3D1667946275%26rdc%3D1%26sprefix%3Dlakme%2Beyeliner%252Caps%252C107%26sr%3D1-5-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26psc%3D1,"COVERGIRL Ink It By Perfect Point Plus Long Lasting Waterproof Eyeliner, Black, 0.012 Oz (Pack of 1)",1 Count (Pack of 1),4.5 out of 5 stars,"9,607",$3.95 ,,B00C67ED30,https://m.media-amazon.com/images/I/41mBOfE5gTL._AC_UL320_.jpg
https://www.amazon.com/Paris-Infallible-Blackest-Black-Packaging/dp/B0084A5N0A/ref=sr_1_7?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-7,"L'Oreal Paris Infallible Lacquer Eyeliner, Blackest Black (Packaging May Vary)",1 Count (Pack of 1),4.6 out of 5 stars,"4,920",$9.78 ,"One-DayFREE delivery Tomorrow, Nov 9|One-Day",B0084A5N0A,https://m.media-amazon.com/images/I/615itEWSzLL._AC_UL320_.jpg
https://www.amazon.com/NYX-Mechanical-Eye-Pencil-Black/dp/B005G9E9AW/ref=sr_1_8_mod_primary_new?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-8,"NYX PROFESSIONAL MAKEUP Mechanical Eyeliner Pencil, Black",1 Count (Pack of 1),4.5 out of 5 stars,"90,933|Subscribe & Save|$4.74$4.74|$4.74$4.74|5% off $4.99 one-time price|First Delivery Wed, Nov 9",$4.99 ,"OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|Overnight|First Delivery Wed, Nov 9",B005G9E9AW,https://m.media-amazon.com/images/I/51rSQChbyPL._AC_UL320_.jpg
https://www.amazon.com/Maybelline-New-York-Colossal-Kajal/dp/B01B1KQ6N2/ref=sr_1_9_mod_primary_new?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-9,Maybelline New York New The Colossal Kajal - Super Black (2X Blacker) Waterproof 16Hours Intense.,1 Count (Pack of 1),4.5 out of 5 stars,"5,904|Subscribe & Save|$8.38$8.38|$8.38$8.38|Save more with Subscribe & Save|First Delivery Thu, Nov 10|Only 4 left in stock - order soon.|Only 4 left in stock - order soon.",$8.39 ,"FREE delivery Thu, Nov 10||First Delivery Thu, Nov 10",B01B1KQ6N2,https://m.media-amazon.com/images/I/51ygC7ELf0L._AC_UL320_.jpg
https://www.amazon.com/Maybelline-Eyestudio-Master-Precise-Eyeliner/dp/B07FYMBCS5/ref=sr_1_10_mod_primary_sns?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=GLaw0Fx56FiNH%2FiZ%2B6XKiQ%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-10,"Maybelline Eyestudio Master Precise All Day Waterproof Liquid Eyeliner, Black, 1 Count",5% off $6.38 one-time price,4.5 out of 5 stars,"28,925|One-time purchase:|$6.38$6.38 $7.99$7.99|$6.38$6.38 $7.99$7.99|Save 5% on 4 select item(s)|OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items",$6.06 ,"First Delivery Wed, Nov 9|OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|Overnight",B07FYMBCS5,https://m.media-amazon.com/images/I/61GNuUF92RL._AC_UL320_.jpg
https://www.amazon.com/Covergirl-Perfect-Liquid-Eyeliner-Onyx-08/dp/B08L95VZQF/ref=sr_1_11_mod_primary_sns?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=GLaw0Fx56FiNH%2FiZ%2B6XKiQ%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-11,"Covergirl Perfect Point Plus Liquid Eyeliner, Black Onyx, .08 Fl. Oz.",0.08 Fl Oz (Pack of 1),4.5 out of 5 stars,"2,180|One-time purchase:|$6.67$6.67 $8.99$8.99|$6.67$6.67 $8.99$8.99|Save 5% on 4 select item(s)|One-DayFREE delivery Tomorrow, Nov 9",$6.34 ,"First Delivery Wed, Nov 9|One-DayFREE delivery Tomorrow, Nov 9|One-Day",B08L95VZQF,https://m.media-amazon.com/images/I/615XgdOcq9L._AC_UL320_.jpg
https://www.amazon.com/Maybelline-New-York-Eyeliner-Waterproof/dp/B07W8JJ61X/ref=sr_1_12_mod_primary_sns?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=GLaw0Fx56FiNH%2FiZ%2B6XKiQ%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-12,"Maybelline Hyper Easy Liquid Pen No-Skip Eyeliner, Satin Finish, Waterproof Formula, Eye Liner Makeup, Pitch Black, 0.018 Fl; Oz",0.18 Fl Oz (Pack of 1),4.4 out of 5 stars,"53,767|One-time purchase:|$7.98$7.98 $9.99$9.99|OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items",$7.58 ,"First Delivery Wed, Nov 9|OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|Overnight",B07W8JJ61X,https://m.media-amazon.com/images/I/61UyrYQ2BrL._AC_UL320_.jpg
https://www.amazon.com/COVERGIRL-Line-Liquid-Eyeliner-packaging/dp/B075YWSXWB/ref=sr_1_13_mod_primary_new?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-13,"COVERGIRL Get In Line Liquid Eyeliner, Black Crystal, Long Lasting, 0.08 Ounces, Feather-Fine Tip, Contour-Grip Handle, Quick-Dry Liquid Eyeliner, Removes Easily",1 Count (Pack of 1),4.5 out of 5 stars,"2,243|Subscribe & Save|$7.13$7.13|$7.13$7.13|5% off $7.50 one-time price<label>Extra 50% off</label> when you subscribeExtra 50% off  when you subscribe|Extra 50% off|First Delivery Wed, Nov 9",$7.50 ,"OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|Overnight|First Delivery Wed, Nov 9",B075YWSXWB,https://m.media-amazon.com/images/I/61KobmJC7nL._AC_UL320_.jpg
https://aax-us-iad.amazon.com/x/c/RAOSRhJ7E8ubyb0DpgYV8LUAAAGEWVhi5AEAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICByQCeY/https://www.amazon.com/dp/B08SHJ1WP3?pd_rd_i=B08SHJ1WP3&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=CDEW1PRWH28Z4YEKG7J9&pd_rd_wg=qOxFk&pd_rd_w=3VGsH&pd_rd_r=28e17501-4b53-4356-afb3-2e2ebc32ab67,"iMethod Eyeliner Stamp - NEW 2 Pens Winged Eyeliner Stamp, for All Eye Shapes, Winged Eyeliner Stamp, Perfect Wing Cat Eye Liner, Waterproof & Smudge-proof, 10 mm",Sponsored,4.2 out of 5 stars,"31,473",$12.97 ,"FREE delivery Thu, Nov 10|",,
https://www.amazon.com/NYX-Mechanical-Pencil-Deep-Blue/dp/B005G9EA7E/ref=sxin_25_ac_d_tl?ac_md=0-0-TllYIyMjUGVuY2ls-ac_d_tl_tl_t0&content-id=amzn1.sym.54356a7f-b572-4279-bb56-d0022f305c5f%3Aamzn1.sym.54356a7f-b572-4279-bb56-d0022f305c5f&crid=3MFUSBY30FHA4&cv_ct_cx=lakme+eyeliner&keywords=lakme+eyeliner&pd_rd_i=B005G9EA7E&pd_rd_r=28e17501-4b53-4356-afb3-2e2ebc32ab67&pd_rd_w=drJnc&pd_rd_wg=qOxFk&pf_rd_p=54356a7f-b572-4279-bb56-d0022f305c5f&pf_rd_r=CDEW1PRWH28Z4YEKG7J9&psc=1&qid=1667946275&sprefix=lakme+eyeliner%2Caps%2C107&sr=1-1-cce9fb4f-404f-453c-8e5e-0e10e169c39e,"NYX PROFESSIONAL MAKEUP Mechanical Eyeliner Pencil, Deep Blue",1 Count (Pack of 1),4.5 out of 5 stars|4.6 out of 5 stars|4.3 out of 5 stars|4.2 out of 5 stars,"90,933|71,857|5,531|46",$5.49 ,"OvernightFREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|Overnight|FREE delivery Sat, Nov 12||One-DayFREE delivery Tomorrow, Nov 9|One-Day|FREE delivery Thu, Nov 10|",,https://m.media-amazon.com/images/I/51mLn1ZHM0L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/6108T2vFYDL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/71oWUvRPhJL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/51qamyqAOQL._AC_UL320_.jpg
https://www.amazon.com/Maybelline-New-York-Ultra-Liner-Waterproof/dp/B000052WYN/ref=sr_1_14?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-14,"Maybelline New York Ultra-Liner Liquid Liner, Waterproof, Black 135L-01 , 0.25 fl oz (7.3 ml)",0.25 Fl Oz (Pack of 1),4.2 out of 5 stars,"8,335",$6.48 ,"FREE delivery Thu, Nov 10|",B000052WYN,https://m.media-amazon.com/images/I/51jNd03oQKL._AC_UL320_.jpg
https://www.amazon.com/Kajal-Waterline-Eyeliner-VASANTI-Ophthalmologist/dp/B01GW09XRW/ref=sr_1_15_mod_primary_new?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-15,"VASANTI Kajal Waterline Eyeliner Pencil - Long-lasting, Waterproof, Smudge-proof, Safe for Sensitive Eyes, Waterline Eye Liner - Opthalmologist Approved and Tested (Intense Black)",1 Count (Pack of 1),4.2 out of 5 stars,"3,392|Subscribe & Save|$19.00$19.00|$19.00$19.00|Save more with Subscribe & Save|First Delivery Wed, Nov 9",$19.00 ,"One-DayFREE delivery Tomorrow, Nov 9|One-Day|Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|First Delivery Wed, Nov 9",B01GW09XRW,https://m.media-amazon.com/images/I/613rrKODYOL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png|
https://www.amazon.com/LOreal-Paris-Voluminous-Smoldering-Sharpener/dp/B07QPM17KY/ref=sr_1_16_mod_primary_sns?crid=3MFUSBY30FHA4&keywords=lakme+eyeliner&qid=1667946275&sbo=GLaw0Fx56FiNH%2FiZ%2B6XKiQ%3D%3D&sprefix=lakme+eyeliner%2Caps%2C107&sr=8-16,"L'Oreal Paris Makeup Eyeliner Voluminous Smoldering Eye Pencil with Custom Sharpener, Kajal Inspired and Richly Intense, Black, 2 Count",2 Count (Pack of 1),4.6 out of 5 stars,"1,804|One-time purchase:|$15.10$15.10 $19.98$19.98|$15.10$15.10 $19.98$19.98|One-DayFREE delivery Tomorrow, Nov 9",$14.35 ,"First Delivery Wed, Nov 9|One-DayFREE delivery Tomorrow, Nov 9|One-Day",B07QPM17KY,https://m.media-amazon.com/images/I/71Gqtm3ZM5L._AC_UL320_.jpg
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4Njc0NTY2NDIwNTUyNDA1OjE2Njc5NDYyNzU6c3BfbXRmOjIwMDA5MzAyMjg4NDU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FCOVERGIRL-Eyeliner-Sharpening-Blending-packaging%2Fdp%2FB001SYWTFG%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3MFUSBY30FHA4%26keywords%3Dlakme%2Beyeliner%26qid%3D1667946275%26sprefix%3Dlakme%2Beyeliner%252Caps%252C107%26sr%3D8-17-spons%26psc%3D1,"COVERGIRL Perfect Point Plus Eyeliner Pencil, Black Onyx Pack of 1, Long-Lasting, Versatile Black Eyeliner, Soft Smudging Tip, No Sharpening Needed",Sponsored,4.4 out of 5 stars,"31,420",$5.94 ,"One-DayFREE delivery Tomorrow, Nov 9 Or FREE delivery Overnight 4 AM - 8 AM on $35 of qualifying items|One-Day",B001SYWTFG,https://m.media-amazon.com/images/I/61lalzREQzL._AC_UL320_.jpg
